Enrollment Month,Plan Type,County,Plan Name,Count of Enrollees,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2019-11,Local Initiative (2 Plan),Tulare,Anthem Blue Cross Partnership Plan/Tulare,93051,None,None
2019-11,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,278,None,None
2019-11,PACE,Fresno,Central Valley Medical Service Corp/Fresno,750,None,None
2019-11,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",191,None,None
2019-11,PACE,Los Angeles,Pacific PACE,39,None,None
2019-11,PACE,Orange,CalOPTIMA PACE,371,None,None
2019-11,PACE,Riverside,InnovAge PACE/Riverside,223,None,None
2019-11,PACE,San Bernardino,InnovAge PACE/San Bernardino,581,None,None
2019-11,PACE,San Diego ,St. Paul's PACE,942,None,None
2019-11,PACE,San Diego ,San Diego PACE/San Diego,648,None,None
2019-11,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,17,None,None
2019-11,PACE,San Diego ,Family Health Centers/San Diego,25,None,None
2019-11,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,1015,None,None
2019-11,PACE,Santa Clara,OnLok Lifeways,311,None,None
2019-11,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,622,None,None
2019-11,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,154,None,None
2019-11,Regional,Alpine,California Health & Wellness/Alpine,77,None,None
2019-11,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,4701,None,None
2019-11,Regional,Amador,California Health & Wellness/Amador,1214,None,None
2019-11,Regional,Amador,Kaiser/Amador,115,None,None
2019-11,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,22036,None,None
2019-11,Regional,Butte,California Health & Wellness/Butte,39425,None,None
2019-11,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,4133,None,None
2019-11,Regional,Calaveras,California Health & Wellness/Calaveras,5095,None,None
2019-11,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4602,None,None
2019-11,Regional,Colusa,California Health & Wellness/Colusa,3263,None,None
2019-11,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8250,None,None
2019-11,Regional,El Dorado,California Health & Wellness/El Dorado,17886,None,None
2019-11,Regional,El Dorado,Kaiser/El Dorado,2096,None,None
2019-11,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,2548,None,None
2019-11,Regional,Glenn,California Health & Wellness/Glenn,7472,None,None
2019-11,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,1951,None,None
2019-11,Regional,Inyo,California Health & Wellness/Inyo,1863,None,None
2019-11,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3104,None,None
2019-11,Regional,Mariposa,California Health & Wellness/Mariposa,838,None,None
2019-11,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1556,None,None
2019-11,Regional,Mono,California Health & Wellness/Mono,936,None,None
2019-11,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,10918,None,None
2019-11,Regional,Nevada,California Health & Wellness/Nevada,8642,None,None
2019-11,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,27106,None,None
2019-11,Regional,Placer,California Health & Wellness/Placer,9496,None,None
2019-11,Regional,Placer,Kaiser/Placer,8012,None,None
2019-11,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2604,None,None
2019-11,Regional,Plumas,California Health & Wellness/Plumas,2608,None,None
2019-11,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,337,None,None
2019-11,Regional,Sierra,California Health & Wellness/Sierra,229,None,None
2019-11,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,20745,None,None
2019-11,Regional,Sutter,California Health & Wellness/Sutter,10634,None,None
2019-11,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,8331,None,None
2019-11,Regional,Tehama,California Health & Wellness/Tehama,11691,None,None
2019-11,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,4829,None,None
2019-11,Regional,Tuolumne,California Health & Wellness/Tuolumne,5122,None,None
2019-11,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,15637,None,None
2019-11,Regional,Yuba,California Health & Wellness/Yuba,9457,None,None
2019-11,San Benito Model,San Benito,Anthem Blue Cross/San Benito,7755,None,None
2019-11,SCAN,Los Angeles,SCAN Hlth Plan / LA,7662,None,None
2019-11,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1497,None,None
2019-11,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,2010,None,None
2019-11,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,494,None,None
2019-11,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1428,None,None
2019-11,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,315,None,None
2019-11,Special Project,San Joaquin,Stockton PACE/San Joaquin,112,None,None
2019-11,Special Project,Stanislaus,Stockton PACE/Stanislaus,12,None,None
2019-11,Special Project,Alameda,Cntr Elders Indep/Alameda,699,None,None
2019-11,Special Project,Contra Costa,Center for Elders Independence,98,None,None
2019-11,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2730,None,None
2019-11,Special Project,Los Angeles,Brandman Ctrs for Senior Care,259,None,None
2019-11,Special Project,Sacramento,Sutter SeniorCare/Sac,427,None,None
2019-11,Special Project,San Diego ,Rady Childrens Hosp/San Diego,351,None,None
2019-11,Special Project,San Francisco,Family Mosaic Prj / SF,16,None,None
2019-12,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,1828,None,None
2019-12,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,1681,None,None
2019-12,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,1534,None,None
2019-12,Cal MediConnect,Santa Clara,Santa Clara Family Health Plan (CMC)/Santa Clara,8130,None,None
2019-12,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,7890,None,None
2019-12,Cal MediConnect,San Diego ,Health Net San Diego CCI,1370,None,None
2019-12,Cal MediConnect,San Diego ,Care 1st Parternship CCI,2294,None,None
2019-12,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,13740,None,None
2019-12,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,14167,None,None
2019-12,Cal MediConnect,Los Angeles,LA CARE CCI,15903,None,None
2019-12,Cal MediConnect,Los Angeles,Anthem Blue Cross (CMC)/Los Angeles,2691,None,None
2019-12,Cal MediConnect,San Diego ,Community Health Group CCI,6273,None,None
2019-12,Cal MediConnect,Los Angeles,Blue Shield of California Promise (CMC)/Los Angeles,2761,None,None
2019-12,Cal MediConnect,Orange,CalOPTIMA CCI,14145,None,None
2019-12,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,8714,None,None
2019-12,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2170,None,None
2019-12,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,4084,None,None
2019-12,COHS,Trinity,Partnership HealthPlan of CA/Trinity,4160,None,None
2019-12,COHS,Solano,Partnership HP of CA/Solano,104605,None,None
2019-12,COHS,Napa,Partnership HP of CA/Napa,27768,None,None
2019-12,COHS,Santa Barbara,Santa Barbara Hlth Authrty,123027,None,None
2019-12,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,52121,None,None
2019-12,COHS,Lake,Partnership HealthPlan of CA/Lake,29485,None,None
2019-12,COHS,Monterey,Central California Alliance for Health/Montery,149292,None,None
2019-12,COHS,San Mateo,Hlth Plan of San Mateo,100982,None,None
2019-12,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",51070,None,None
2019-12,COHS,Lassen,Partnership HealthPlan of CA/Lassen,7119,None,None
2019-12,COHS,Orange,CalOPTIMA / Orange,716552,None,None
2019-12,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,102415,None,None
2019-12,COHS,Shasta,Partnership HealthPlan of CA/Shasta,58464,None,None
2019-12,COHS,Modoc,Partnership HealthPlan of CA/Modoc,3254,None,None
2019-12,COHS,Ventura,Gold Coast Health Plan Ventura,193633,None,None
2019-12,COHS,Merced,Central California Alliance for Health Merced,120640,None,None
2019-12,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,34980,None,None
2019-12,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,11126,None,None
2019-12,COHS,Marin,Partnership HealthPlan of CA/Marin,36617,None,None
2019-12,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,64648,None,None
2019-12,COHS,Yolo,Partnership HealthPlan of CA/Yolo,49882,None,None
2019-12,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,16817,None,None
2019-12,Commercial Plan (2 Plan),Contra Costa,Anthem Blue Cross Partnership Plan/CC,25997,None,None
2019-12,Commercial Plan (2 Plan),Kings,Anthem Blue Cross Partnership Plan/Kings,19122,None,None
2019-12,Commercial Plan (2 Plan),Los Angeles,Health Net / LA,945525,None,None
2019-12,Commercial Plan (2 Plan),Madera,Anthem Blue Cross Partnership Plan/Madera,19408,None,None
2019-12,Commercial Plan (2 Plan),Kern,Heath Net/Kern,63911,None,None
2019-12,Commercial Plan (2 Plan),Alameda,Anthem Blue Cross Partnership Plan/Alameda,57401,None,None
2019-12,Commercial Plan (2 Plan),Tulare,Health Net/Tulare,109642,None,None
2019-12,Commercial Plan (2 Plan),Riverside,Molina Healthcare of California/Riverside,81413,None,None
2019-12,Commercial Plan (2 Plan),San Francisco,Anthem Blue Cross Partnership Plan/SF,17429,None,None
2019-12,Commercial Plan (2 Plan),San Joaquin,Health Net/San Joaquin,19620,None,None
2019-12,Commercial Plan (2 Plan),San Bernardino,Molina Healthcare of California/San Bernardino,64375,None,None
2019-12,Commercial Plan (2 Plan),Santa Clara,Anthem Blue Cross Partnership Plan/SC,64196,None,None
2019-12,Commercial Plan (2 Plan),Stanislaus,Health Net/Stanislaus,60526,None,None
2019-12,Commercial Plan (2 Plan),Fresno,Anthem Blue Cross Partnership Plan/Fresno,103736,None,None
2019-12,Dental,Los Angeles,Access Dental Plan/LA,137594,None,None
2019-12,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,164261,None,None
2019-12,Dental,Sacramento,Access Dental Plan/Sacto,124491,None,None
2019-12,Dental,Los Angeles,Health Net of California,171388,None,None
2019-12,Dental,Los Angeles,Liberty Dental Plan of CA (LA),61920,None,None
2019-12,Dental,Sacramento,Health Net of California Dental,127838,None,None
2019-12,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,49316,None,None
2019-12,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,210048,None,None
2019-12,Geographic Managed Care,Sacramento,Aetna Better Health / Sacramento,8865,None,None
2019-12,Geographic Managed Care,San Diego ,Aetna Better Health / San Diego,10936,None,None
2019-12,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,176666,None,None
2019-12,Geographic Managed Care,Sacramento,Health Net/Sac,105130,None,None
2019-12,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,248992,None,None
2019-12,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),79931,None,None
2019-12,Geographic Managed Care,San Diego ,UnitedHealthCare / San Diego,12240,None,None
2019-12,Geographic Managed Care,San Diego ,Health Net/San Diego,63762,None,None
2019-12,Geographic Managed Care,San Diego ,Kaiser/San Diego,48437,None,None
2019-12,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,87778,None,None
2019-12,Imperial Model,Imperial,California Health and Wellness Plan/Imperial,61444,None,None
2019-12,Imperial Model,Imperial,Molina Healthcare of California/Imperial,13760,None,None
2019-12,Local Initiative (2 Plan),San Joaquin,Hlth Plan of San Joaquin,208638,None,None
2019-12,Local Initiative (2 Plan),Fresno,CalViva Health Fresno,287582,None,None
2019-12,Local Initiative (2 Plan),Kern,Kern Hlth Systems,260518,None,None
2019-12,Local Initiative (2 Plan),Madera,CalViva Health Madera,37453,None,None
2019-12,Local Initiative (2 Plan),Kings,CalViva Health Kings,29598,None,None
2019-12,Local Initiative (2 Plan),Los Angeles,LA CARE,2016541,None,None
2019-12,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,615114,None,None
2019-12,Local Initiative (2 Plan),Riverside,Inland Emp Hlth Plan/Rvrsd,609854,None,None
2019-12,Local Initiative (2 Plan),Contra Costa,Contra Costa Hlth Plan,172963,None,None
2019-12,Local Initiative (2 Plan),Tulare,Anthem Blue Cross Partnership Plan/Tulare,93055,None,None
2019-12,Local Initiative (2 Plan),Stanislaus,Health Plan of San Joaquin,127864,None,None
2019-12,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,126381,None,None
2019-12,Local Initiative (2 Plan),Alameda,Alameda Alliance for Hlth,245436,None,None
2019-12,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,237719,None,None
2019-12,PACE,Riverside,InnovAge PACE/Riverside,222,None,None
2019-12,PACE,San Diego ,St. Paul's PACE,953,None,None
2019-12,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,279,None,None
2019-12,PACE,Orange,CalOPTIMA PACE,388,None,None
2019-12,PACE,Fresno,Central Valley Medical Service Corp/Fresno,763,None,None
2019-12,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,25,None,None
2019-12,PACE,Los Angeles,Pacific PACE,56,None,None
2019-12,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",191,None,None
2019-12,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,1021,None,None
2019-12,PACE,Santa Clara,OnLok Lifeways,319,None,None
2019-12,PACE,San Diego ,Family Health Centers/San Diego,27,None,None
2019-12,PACE,San Diego ,San Diego PACE/San Diego,681,None,None
2019-12,PACE,San Bernardino,InnovAge PACE/San Bernardino,598,None,None
2019-12,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,616,None,None
2019-12,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,10754,None,None
2019-12,Regional,El Dorado,Kaiser/El Dorado,2087,None,None
2019-12,Regional,Amador,California Health & Wellness/Amador,1213,None,None
2019-12,Regional,Colusa,California Health & Wellness/Colusa,3243,None,None
2019-12,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,154,None,None
2019-12,Regional,Butte,California Health & Wellness/Butte,39336,None,None
2019-12,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,4176,None,None
2019-12,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4571,None,None
2019-12,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1528,None,None
2019-12,Regional,El Dorado,California Health & Wellness/El Dorado,17779,None,None
2019-12,Regional,Placer,California Health & Wellness/Placer,9422,None,None
2019-12,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,4683,None,None
2019-12,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8261,None,None
2019-12,Regional,Amador,Kaiser/Amador,115,None,None
2019-12,Regional,Alpine,California Health & Wellness/Alpine,73,None,None
2019-12,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,1941,None,None
2019-12,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,21909,None,None
2019-12,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,2517,None,None
2019-12,Regional,Glenn,California Health & Wellness/Glenn,7523,None,None
2019-12,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3097,None,None
2019-12,Regional,Mariposa,California Health & Wellness/Mariposa,841,None,None
2019-12,Regional,Inyo,California Health & Wellness/Inyo,1855,None,None
2019-12,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,330,None,None
2019-12,Regional,Nevada,California Health & Wellness/Nevada,8424,None,None
2019-12,Regional,Calaveras,California Health & Wellness/Calaveras,5073,None,None
2019-12,Regional,Mono,California Health & Wellness/Mono,929,None,None
2019-12,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,4832,None,None
2019-12,Regional,Placer,Kaiser/Placer,8062,None,None
2019-12,Regional,Plumas,California Health & Wellness/Plumas,2603,None,None
2019-12,Regional,Sierra,California Health & Wellness/Sierra,230,None,None
2019-12,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2578,None,None
2019-12,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,8319,None,None
2019-12,Regional,Sutter,California Health & Wellness/Sutter,10611,None,None
2019-12,Regional,Tehama,California Health & Wellness/Tehama,11639,None,None
2019-12,Regional,Tuolumne,California Health & Wellness/Tuolumne,5111,None,None
2019-12,Regional,Yuba,California Health & Wellness/Yuba,9456,None,None
2019-12,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,20649,None,None
2019-12,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,15577,None,None
2019-12,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,26966,None,None
2019-12,San Benito Model,San Benito,Anthem Blue Cross/San Benito,7653,None,None
2019-12,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,1992,None,None
2019-12,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1480,None,None
2019-12,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1423,None,None
2019-12,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,482,None,None
2019-12,SCAN,Los Angeles,SCAN Hlth Plan / LA,7628,None,None
2019-12,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,308,None,None
2019-12,Special Project,San Joaquin,Stockton PACE/San Joaquin,119,None,None
2019-12,Special Project,Stanislaus,Stockton PACE/Stanislaus,15,None,None
2019-12,Special Project,Alameda,Cntr Elders Indep/Alameda,700,None,None
2019-12,Special Project,Contra Costa,Center for Elders Independence,100,None,None
2019-12,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2759,None,None
2019-12,Special Project,Los Angeles,Brandman Ctrs for Senior Care,259,None,None
2019-12,Special Project,Sacramento,Sutter SeniorCare/Sac,433,None,None
2019-12,Special Project,San Diego ,Rady Childrens Hosp/San Diego,349,None,None
2019-12,Special Project,San Francisco,Family Mosaic Prj / SF,15,None,None
2020-01,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,1762,None,None
2020-01,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,1630,None,None
2020-01,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,1510,None,None
2020-01,Cal MediConnect,Los Angeles,LA CARE CCI,15542,None,None
2020-01,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,7598,None,None
