HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06077003113,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003208,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003305,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003306,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003307,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003308,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003310,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003311,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003312,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003313,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003403,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003404,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003405,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003406,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003407,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003409,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077003410,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06081610201,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610203,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610302,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610400,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610500,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610601,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610602,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610700,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081610800,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081611700,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081611800,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081611900,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081612000,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06081612100,Census Tract,LI-MFW-MSSA 176b/East Palo Alto,1066849879,San Mateo,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,16,5/1/2017,5/1/2017,1/8/2021
Primary Care,06083002005,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002006,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002007,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002008,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002009,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002010,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002011,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002012,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002013,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002101,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002102,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002103,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002205,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002206,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002209,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002211,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002303,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002304,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002305,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002306,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002402,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002403,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06083002404,Census Tract,ME-MSSA 180.1/Orcutt/Santa Maria,1062140915,Santa Barbara,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,7/8/2020,7/8/2020,1/8/2021
Primary Care,06087110100,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110200,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110300,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110400,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110501,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110502,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110600,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06087110700,Census Tract,Low Income/MFW - MSSA 184 (Freedom/Watsonville),1063753554,Santa Cruz,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,15,11/26/2001,10/28/2017,1/8/2021
Primary Care,06089012500,Census Tract,MSSA 187/Castella/Lakehead/O,1064596185,Shasta,High Needs Geographic HPSA,Geographic Population,Designated,10,4/13/2017,4/13/2017,1/8/2021
Primary Care,06089012000,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012101,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012102,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012200,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012301,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012302,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012303,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012400,Census Tract,LI-MFW/MSSA 186 Anderson,1065204755,Shasta,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,17,2/21/2017,2/21/2017,1/8/2021
Primary Care,06089012603,Census Tract,LI-MSSA 188.2/Manton,1066582183,Shasta,HPSA Population,Low Income Population HPSA,Designated,15,4/24/2017,4/24/2017,1/8/2021
Primary Care,06089012604,Census Tract,LI-MSSA 188.2/Manton,1066582183,Shasta,HPSA Population,Low Income Population HPSA,Designated,15,4/24/2017,4/24/2017,1/8/2021
Primary Care,06089012601,Census Tract,MSSA 188.1/Montgomery Creek,1066701732,Shasta,Geographic HPSA,Geographic Population,Designated,13,2/6/2007,2/13/2017,1/8/2021
Primary Care,06089011600,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011701,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011702,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011703,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011801,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011802,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089011803,Census Tract,ME-MSSA 189.3/Bella Vista/City of Shasta Lake,1067712235,Shasta,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06089012701,Census Tract,MSSA 190-Burney,1069721728,Shasta,Geographic HPSA,Geographic Population,Designated,14,8/2/2018,8/2/2018,1/8/2021
Primary Care,06089012702,Census Tract,MSSA 190-Burney,1069721728,Shasta,Geographic HPSA,Geographic Population,Designated,14,8/2/2018,8/2/2018,1/8/2021
Primary Care,06093000200,Census Tract,MSSA 200/Dorris,1062429945,Siskiyou,High Needs Geographic HPSA,Geographic Population,Designated,14,4/17/2017,4/17/2017,1/8/2021
Primary Care,06093000900,Census Tract,LI/MFW-MSSA 197/198/199/Mount Shasta/Dunsm,1064761900,Siskiyou,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,9,12/22/2008,10/27/2017,1/8/2021
Primary Care,06093001000,Census Tract,LI/MFW-MSSA 197/198/199/Mount Shasta/Dunsm,1064761900,Siskiyou,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,9,12/22/2008,10/27/2017,1/8/2021
Primary Care,06093001100,Census Tract,LI/MFW-MSSA 197/198/199/Mount Shasta/Dunsm,1064761900,Siskiyou,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,9,12/22/2008,10/27/2017,1/8/2021
Primary Care,06093001200,Census Tract,LI/MFW-MSSA 197/198/199/Mount Shasta/Dunsm,1064761900,Siskiyou,HPSA Population,Low Income Migrant Farmworker Population HPSA,Designated,9,12/22/2008,10/27/2017,1/8/2021
Primary Care,06093000600,Census Tract,MSSA 194/Etna,1065856521,Siskiyou,Geographic HPSA,Geographic Population,Designated,17,10/2/1978,3/20/2017,1/8/2021
Primary Care,06093000800,Census Tract,MSSA 194/Etna,1065856521,Siskiyou,Geographic HPSA,Geographic Population,Designated,17,10/2/1978,3/20/2017,1/8/2021
Primary Care,06093000100,Census Tract,MSSA 196/Tulelake,1066503038,Siskiyou,High Needs Geographic HPSA,Geographic Population,Designated,12,4/15/1994,3/20/2017,1/8/2021
Primary Care,06093000300,Census Tract,Low Income - MSSA 195/Yreka/Grenada,1068733800,Siskiyou,HPSA Population,Low Income Population HPSA,Designated,12,2/28/2001,10/28/2017,1/8/2021
